id,job_title,company_name,location,industry,job_type,min_salary,max_salary,salary_midpoint,salary_bracket,experience_min,experience_max,experience_range,skill_count,skills,date_posted,source,anomaly_flag,dedup_hash,scraped_at
407,Mid Data Scientist,ScientiaMobile,Lahore,AI & Data Science,Full-time,,,,,5,7,2,7,"Python, JavaScript, Node.js, Data Science, Deep Learning, TensorFlow, Azure",2026-01-27,rozee.pk,0,e43bbdc327792fee674da4559b37f19d,2026-01-27 17:00:00
408,Mid Python Developer,TRG Pakistan,Islamabad,Information Technology,Remote,,,,,5,9,4,4,"Python, React, MySQL, Vue",2026-01-29,rozee.pk,0,2b01509e013a6280e67e77b95f20556a,2026-01-30 00:00:00
409,Mid Blockchain Developer,Haier Pakistan,Karachi,Information Technology,Full-time,,,,,2,6,4,8,"Python, React, Machine Learning, PHP, Deep Learning, MongoDB, NLP, Scikit-learn",2026-03-14,indeed.com.pk,0,b44591f55e4c32a34683eb15b0b9e572,2026-03-15 12:00:00
410,Junior Data Engineer,Ufone Tech,Lahore,AI & Data Science,Remote,147140.0,161907.0,154523.5,Mid,6,8,2,6,"Python, JavaScript, Machine Learning, MySQL, Vue, Excel",2026-02-03,indeed.com.pk,0,50fee2abf25d81b4415ed4b6f995313f,2026-02-04 23:00:00
411,Senior Python Developer,i2c Inc,Multiple,Information Technology,Full-time,197795.0,223636.0,210715.5,Senior,1,5,4,7,"Python, SQL, Node.js, Docker, REST API, Deep Learning, NLP",2026-03-02,indeed.com.pk,0,d4aab540a8369070061cd1b0dc1f19a5,2026-03-02 01:00:00
412,Mid IT Support Engineer,TRG Pakistan,Karachi,Information Technology,Full-time,,,,,0,4,4,9,"Python, JavaScript, Machine Learning, MySQL, Django, Data Science, Linux, MongoDB, NLP",2026-03-27,indeed.com.pk,0,a51ee77606b0a92c20041343dc66764f,2026-03-27 02:00:00
413,Senior Blockchain Developer,MCB Tech,Rawalpindi,Information Technology,Remote,250042.0,260114.0,255078.0,Senior,3,6,3,6,"Python, JavaScript, Machine Learning, Data Science, Selenium, Redis",2026-02-27,rozee.pk,0,3f819e292283b46dc9837e6af05ac830,2026-02-28 15:00:00
414,Mid Machine Learning Engineer,PureVPN Tech,Karachi,AI & Data Science,Full-time,,,,,6,8,2,11,"Python, JavaScript, Machine Learning, AWS, Data Science, MongoDB, CI/CD, DevOps, NumPy, Azure, Computer Vision",2026-02-19,rozee.pk,0,0b55158f72b817c63e430c7f00fb5938,2026-02-20 20:00:00
415,Junior React Developer,DCode Tech,Lahore,Information Technology,Full-time,79847.0,90458.0,85152.5,Junior,4,7,3,4,"SQL, JavaScript, React, Data Science",2026-02-25,indeed.com.pk,0,dff37b836a388d9f43cb0981da708bce,2026-02-25 06:00:00
416,Junior Software Engineer,Bykea Tech,Rawalpindi,Information Technology,Full-time,136746.0,149500.0,143123.0,Mid,6,9,3,4,"SQL, PostgreSQL, NumPy, Excel",2026-03-29,rozee.pk,0,f39221b07350a7e3ca5645837b80d922,2026-03-30 09:00:00
417,Senior BI Analyst,UBL Payments,Faisalabad,Banking & Finance,Full-time,,,,,5,8,3,9,"Python, SQL, JavaScript, Data Science, Deep Learning, TensorFlow, Flutter, Selenium, Scikit-learn",2026-03-07,indeed.com.pk,0,9860438c545d7d0f7b4f8e4345d8e5f2,2026-03-07 12:00:00
418,Senior Backend Developer,Contour Software,Lahore,Information Technology,Full-time,215099.0,233626.0,224362.5,Senior,2,3,1,6,"JavaScript, React, Machine Learning, MySQL, Linux, Tableau",2026-03-25,indeed.com.pk,0,870011b6410e9a16abc2f7ffbf03b07a,2026-03-25 18:00:00
419,Junior IT Support Engineer,Telenor Pakistan,Islamabad,Information Technology,Remote,30956.0,57221.0,44088.5,Entry,2,4,2,9,"Python, SQL, JavaScript, Machine Learning, Node.js, Docker, Data Science, REST API, Flutter",2026-03-01,rozee.pk,0,ca94e62fbbf6e27de9f92b8f4d527f79,2026-03-02 09:00:00
420,Senior IT Project Manager,MCB Tech,Lahore,Information Technology,Full-time,324893.0,352407.0,338650.0,Senior,11,14,3,5,"Python, AWS, Node.js, Data Science, Linux",2026-02-07,rozee.pk,0,143484d6c7ca5f8e91a37a31097ae220,2026-02-08 06:00:00
421,Junior Penetration Tester,Bazaar Technologies,Remote,Cybersecurity,Remote,5000.0,15000.0,10000.0,Entry,2,4,2,8,"Python, JavaScript, Node.js, Docker, Data Science, TypeScript, Kubernetes, CI/CD",2026-01-22,indeed.com.pk,1,bb740dd3e78954a0809686f5e4240f4a,2026-01-23 21:00:00
422,Mid Penetration Tester,NetSol Technologies,Multiple,Cybersecurity,Full-time,149282.0,164526.0,156904.0,Mid,2,4,2,8,"Python, React, Node.js, Docker, Data Science, Linux, FastAPI, Excel",2026-03-11,rozee.pk,0,0b18be09308d86020cdaed316ecd1235,2026-03-12 22:00:00
423,Junior Game Developer,Plurilock,Karachi,Game Development,Internship,5000.0,15000.0,10000.0,Entry,1,3,2,5,"SQL, React, Machine Learning, MongoDB, Pandas",2026-03-30,indeed.com.pk,1,2fe7fd8c913e753ad7b82bbf13c9237e,2026-03-30 07:00:00
424,Senior Game Developer,MCB Tech,Peshawar,Game Development,Full-time,217482.0,249286.0,233384.0,Senior,4,7,3,8,"SQL, React, AWS, Node.js, Deep Learning, TensorFlow, Vue, Spark",2026-03-21,rozee.pk,0,c7280fdaae8a8427b20ae9dc5c37d451,2026-03-22 19:00:00
425,Senior Systems Analyst,VentureDive,Lahore,Information Technology,Contract,187906.0,222814.0,205360.0,Senior,6,7,1,4,"SQL, React, REST API, Flutter",2026-03-10,rozee.pk,0,f13cc22157b8ec16cd20751203de2ad1,2026-03-11 16:00:00
426,Mid Database Administrator,CarFirst,Lahore,Information Technology,Full-time,,,,,4,5,1,11,"Python, SQL, JavaScript, Machine Learning, Docker, REST API, PHP, Deep Learning, Pandas, Kotlin, Blockchain",2026-03-14,rozee.pk,0,1270699912abc16607459cc7c71d0807,2026-03-15 10:00:00
427,Mid AI Engineer,Daraz Pakistan,Multiple,AI & Data Science,Full-time,244286.0,267944.0,256115.0,Senior,5,8,3,6,"Python, React, Django, Data Science, MongoDB, LLM",2026-02-15,indeed.com.pk,0,c8425d2c27fd57d58ff6541a8d56372a,2026-02-15 18:00:00
428,Senior Cybersecurity Analyst,NetSol Technologies,Karachi,Cybersecurity,Full-time,267130.0,279823.0,273476.5,Senior,5,8,3,6,"Machine Learning, Docker, Django, Azure, GCP, R",2026-02-28,rozee.pk,0,e049502bdc48adddf227ca81b8ab8367,2026-03-01 02:00:00
429,Junior IT Support Engineer,StreamSend,Lahore,Information Technology,Full-time,43373.0,57468.0,50420.5,Entry,1,5,4,4,"SQL, TensorFlow, NLP, Scikit-learn",2026-03-15,rozee.pk,0,87d50fa290bc76381d48067854580b8a,2026-03-16 17:00:00
430,Senior Software Architect,Bazaar Technologies,Islamabad,Information Technology,Full-time,,,,,10,14,4,5,"SQL, FastAPI, NumPy, Kotlin, LLM",2026-02-21,rozee.pk,0,9c4b52b00ac57bb00fad1f78f7f3d47d,2026-02-21 16:00:00
431,Senior IT Project Manager,Jazz Digital,Karachi,Information Technology,Remote,,,,,11,15,4,4,"SQL, Node.js, MySQL, PostgreSQL",2026-02-21,rozee.pk,0,865d415ccd09f4fdbf2753d3e99f1076,2026-02-21 22:00:00
432,Senior React Developer,StreamSend,Karachi,Information Technology,Contract,241297.0,255933.0,248615.0,Senior,3,4,1,11,"JavaScript, React, Machine Learning, AWS, Node.js, Docker, MySQL, Data Science, PHP, PostgreSQL, R",2026-02-05,rozee.pk,0,17981bb5c2512856fe8ea7f23f1b955c,2026-02-06 11:00:00
433,Senior Machine Learning Engineer,Engro Polymers IT,Karachi,AI & Data Science,Full-time,,,,,6,9,3,12,"Python, SQL, React, Machine Learning, AWS, Node.js, Docker, Data Science, TypeScript, REST API, Deep Learning, NLP",2026-03-04,indeed.com.pk,0,99446dc23c44fc99dea4738a55960985,2026-03-04 15:00:00
434,Senior Blockchain Developer,Tag Innovation,Lahore,Information Technology,Remote,,,,,4,8,4,9,"Python, SQL, JavaScript, Machine Learning, AWS, Linux, FastAPI, Selenium, GraphQL",2026-02-21,rozee.pk,0,14f2e8194004e426b098e6a0934d8f73,2026-02-21 18:00:00
435,Junior Network Engineer,Jazz Digital,Lahore,Telecommunications,Remote,49805.0,84577.0,67191.0,Junior,4,6,2,10,"Python, React, Git, PostgreSQL, Deep Learning, MongoDB, Kubernetes, FastAPI, Azure, Terraform",2026-02-06,rozee.pk,0,d769212bb87d1a082231192502fee0c2,2026-02-06 15:00:00
436,Senior Data Engineer,NETSOL ERP,Islamabad,AI & Data Science,Full-time,308831.0,322609.0,315720.0,Senior,5,8,3,6,"Python, Machine Learning, AWS, Docker, TensorFlow, Excel",2026-03-11,rozee.pk,0,066ed16271cda26e65dd2227c1f4fea7,2026-03-12 00:00:00
437,Senior Blockchain Developer,Creative Chaos,Islamabad,Information Technology,Full-time,300987.0,312665.0,306826.0,Senior,2,3,1,4,"JavaScript, Machine Learning, Django, Spark",2026-02-02,rozee.pk,0,e80b825d4278a8de2ca4100fb04f280d,2026-02-02 12:00:00
438,Mid Penetration Tester,NETSOL ERP,Lahore,Cybersecurity,Remote,,,,,3,6,3,8,"SQL, React, Git, MySQL, Deep Learning, Kubernetes, Pandas, Generative AI",2026-03-07,rozee.pk,0,22d65421861499ee35a761ca10fee177,2026-03-08 14:00:00
439,Senior Software Architect,Infolinks,Lahore,Information Technology,Full-time,444389.0,462501.0,453445.0,Senior,6,9,3,4,"Python, REST API, MongoDB, CI/CD",2026-02-18,indeed.com.pk,0,f877050943f914b5f3fbba99de1491a6,2026-02-18 12:00:00
440,Senior Systems Analyst,TRG Pakistan,Karachi,Information Technology,Full-time,198133.0,225404.0,211768.5,Senior,2,4,2,11,"Python, SQL, React, Machine Learning, Docker, Deep Learning, Kubernetes, FastAPI, NLP, GCP, XGBoost",2026-02-24,rozee.pk,0,e7a39dc4cedb84824b09ce9698433d87,2026-02-24 17:00:00
441,Mid Cloud Engineer,ScientiaMobile,Remote,Information Technology,Full-time,215458.0,249756.0,232607.0,Senior,2,5,3,9,"Python, Machine Learning, AWS, Node.js, Data Science, PostgreSQL, Deep Learning, NLP, Redis",2026-03-18,rozee.pk,0,17795c1197d2d7ed2c6884b51eb9626f,2026-03-18 20:00:00
442,Mid React Developer,Haier Pakistan,Karachi,Information Technology,Full-time,,,,,2,6,4,7,"Python, JavaScript, React, Power BI, Spark, Computer Vision, R",2026-02-10,rozee.pk,0,8a1709b3b8e3ea5054b4075e57496094,2026-02-11 03:00:00
443,Mid IT Support Engineer,VentureDive,Karachi,Information Technology,Full-time,76008.0,108766.0,92387.0,Junior,1,5,4,11,"SQL, AWS, Docker, MySQL, REST API, PHP, Deep Learning, FastAPI, NumPy, Azure, GCP",2026-03-30,rozee.pk,0,04b48964b276389b621764ba00ccfcc8,2026-03-30 06:00:00
444,Junior Mobile App Developer,Engro Polymers IT,Peshawar,Information Technology,Full-time,64075.0,89311.0,76693.0,Junior,2,5,3,10,"Python, SQL, JavaScript, React, AWS, Node.js, Git, Data Science, PHP, LLM",2026-02-07,rozee.pk,0,981a973f76d7da12b881dd3d00bc16ae,2026-02-07 16:00:00
445,Senior Blockchain Developer,Techwards,Lahore,Information Technology,Full-time,,,,,3,6,3,12,"Python, JavaScript, Machine Learning, AWS, Node.js, Deep Learning, MongoDB, TensorFlow, CI/CD, Vue, FastAPI, Tableau",2026-03-22,rozee.pk,0,cea54de8ed5c3afea04dfbf12e334cd2,2026-03-23 14:00:00
446,Junior Data Scientist,NetSol Technologies,Rawalpindi,AI & Data Science,Remote,102701.0,136596.0,119648.5,Junior,4,6,2,7,"Python, SQL, React, TensorFlow, CI/CD, NLP, Selenium",2026-01-26,indeed.com.pk,0,38339c4b28aedd345133dd40553e9030,2026-01-26 03:00:00
447,Senior Penetration Tester,Haier Pakistan,Lahore,Cybersecurity,Full-time,,,,,2,3,1,7,"Python, AWS, MySQL, TypeScript, CI/CD, FastAPI, Selenium",2026-03-17,indeed.com.pk,0,4b6280b1cb9d5ca3024acfedaa692b01,2026-03-17 15:00:00
448,Mid Python Developer,Avanza Solutions,Islamabad,Information Technology,Part-time,126329.0,139711.0,133020.0,Mid,5,8,3,6,"Python, SQL, AWS, Linux, TensorFlow, Pandas",2026-02-14,rozee.pk,0,f46aee1aa8fbddd353a29d93b93ca1a3,2026-02-14 19:00:00
449,Mid Systems Analyst,UBL Payments,Islamabad,Information Technology,Full-time,150512.0,172798.0,161655.0,Mid,2,4,2,8,"Python, SQL, Machine Learning, Git, Deep Learning, Kubernetes, Flutter, Tableau",2026-03-12,rozee.pk,0,177a71bada2ec0d124d162eafeb8a764,2026-03-13 05:00:00
450,Mid Data Engineer,HBL Systems,Islamabad,AI & Data Science,Full-time,167202.0,184556.0,175879.0,Mid,2,4,2,9,"Python, SQL, Node.js, Docker, Django, Data Science, Deep Learning, MongoDB, Kubernetes",2026-03-12,rozee.pk,0,c64f638587048d62cc9b51cfb3836a09,2026-03-13 06:00:00
451,Mid DevOps Engineer,Confiz,Lahore,Information Technology,Full-time,12000.0,22000.0,17000.0,Entry,2,3,1,5,"AWS, Node.js, Docker, Git, MySQL",2026-03-15,rozee.pk,1,1b90878a03753183f932bfeaf226ac99,2026-03-16 05:00:00
452,Senior Python Developer,Arbisoft,Karachi,Information Technology,Full-time,,,,,4,8,4,8,"Python, JavaScript, React, Machine Learning, Data Science, Flutter, LLM, R",2026-03-26,indeed.com.pk,0,cde0805705e94178d3ccbbae00beb0b4,2026-03-26 03:00:00
453,Junior Data Scientist,Meezan Bank IT,Multiple,AI & Data Science,Full-time,,,,,5,6,1,10,"Python, SQL, JavaScript, React, Machine Learning, Data Science, PostgreSQL, Linux, TensorFlow, Scikit-learn",2026-03-01,rozee.pk,0,b808dc4f427c02da27577304e2615c9e,2026-03-01 22:00:00
454,Senior Research Scientist,Noogata,Karachi,AI & Data Science,Full-time,339205.0,370949.0,355077.0,Senior,7,10,3,4,"Python, JavaScript, Machine Learning, Deep Learning",2026-02-15,rozee.pk,0,4ef7ddca399af0eb3d28e64ded87290e,2026-02-16 21:00:00
455,Junior Data Scientist,Techwards,Lahore,AI & Data Science,Full-time,84918.0,109346.0,97132.0,Junior,6,10,4,12,"Python, SQL, React, Docker, MySQL, Django, Data Science, Deep Learning, TensorFlow, FastAPI, NumPy, Scikit-learn",2026-02-15,rozee.pk,0,3c3799b3ba2178812cbc4f62a8bf638a,2026-02-15 08:00:00
456,Senior IT Project Manager,Confiz,Lahore,Information Technology,Full-time,,,,,12,14,2,9,"Python, Machine Learning, AWS, Node.js, Docker, Data Science, Linux, DevOps, Blockchain",2026-02-24,rozee.pk,0,733a6575f9156a62240523336428cd70,2026-02-25 07:00:00
457,Junior AI Engineer,NetSol Technologies,Islamabad,AI & Data Science,Full-time,,,,,4,6,2,7,"Python, Machine Learning, Docker, Django, Data Science, PHP, Deep Learning",2026-01-27,indeed.com.pk,0,ddc175701de105a49048ed29cf946ac0,2026-01-27 15:00:00
458,Junior DevOps Engineer,NetSol Technologies,Karachi,Information Technology,Full-time,,,,,4,8,4,9,"Python, AWS, Git, TypeScript, PHP, PostgreSQL, Kubernetes, DevOps, GCP",2026-03-08,indeed.com.pk,0,7dd3348952c1f633f34b44791bef29b0,2026-03-08 06:00:00
459,Junior Data Scientist,Folio3 Software,Karachi,AI & Data Science,Full-time,109993.0,143274.0,126633.5,Mid,2,4,2,9,"Python, SQL, Machine Learning, AWS, MySQL, PostgreSQL, TensorFlow, Pandas, Computer Vision",2026-03-24,rozee.pk,0,29bbbaa61a0070a1c1b5db3c416035c6,2026-03-25 16:00:00
460,Mid IT Support Engineer,Confiz,Islamabad,Information Technology,Full-time,,,,,0,3,3,10,"SQL, Machine Learning, AWS, MySQL, Data Science, REST API, Linux, MongoDB, CI/CD, Scikit-learn",2026-03-30,rozee.pk,0,a33f80f21bb67a414b18ed2c128e4228,2026-03-30 17:00:00
461,Junior Data Scientist,Folio3 Software,Karachi,AI & Data Science,Full-time,103840.0,136311.0,120075.5,Mid,2,3,1,11,"Python, React, AWS, Docker, Django, Data Science, TypeScript, REST API, Linux, NLP, Tableau",2026-02-05,rozee.pk,0,6b624fdd4a7ba7de024e1f5a82335ff0,2026-02-05 07:00:00
462,Junior Data Scientist,Daraz Pakistan,Faisalabad,AI & Data Science,Remote,,,,,6,10,4,8,"Python, Machine Learning, MySQL, Data Science, Deep Learning, TensorFlow, Tableau, R",2026-01-11,indeed.com.pk,0,87b14685e094362385e871d1f0020fe6,2026-01-11 17:00:00
463,Senior Cloud Engineer,Emumba,Lahore,Information Technology,Internship,220345.0,260215.0,240280.0,Senior,4,8,4,8,"SQL, JavaScript, Machine Learning, AWS, Node.js, Django, PostgreSQL, CI/CD",2026-03-11,rozee.pk,0,64586390575111e55be1a1669c5e182f,2026-03-12 12:00:00
464,Senior Research Scientist,UBL Payments,Karachi,AI & Data Science,Full-time,341157.0,364130.0,352643.5,Senior,4,8,4,4,"Python, Machine Learning, Kubernetes, Power BI",2026-02-10,indeed.com.pk,0,e77882e8a5eed3c7b931a74408fd6b04,2026-02-10 21:00:00
465,Senior Frontend Developer,Haier Pakistan,Islamabad,Information Technology,Contract,197703.0,220102.0,208902.5,Senior,5,6,1,6,"Python, Node.js, MySQL, REST API, TensorFlow, Pandas",2026-03-27,rozee.pk,0,d102090aa619281f2e9ab2c2d3399ea1,2026-03-27 04:00:00
466,Junior Backend Developer,Confiz,Remote,Information Technology,Full-time,116248.0,152207.0,134227.5,Mid,4,8,4,7,"Git, MySQL, Django, CI/CD, Azure, Selenium, Generative AI",2026-02-10,rozee.pk,0,b3bd43b452f10d37d9f6f47a44f2886f,2026-02-10 04:00:00
467,Mid Full Stack Developer,ScientiaMobile,Lahore,Information Technology,Full-time,,,,,5,8,3,7,"React, AWS, Git, MySQL, TensorFlow, Vue, Excel",2026-03-17,rozee.pk,0,73d0287e55e4343c2843146c9c2295a8,2026-03-17 15:00:00
468,Senior Quality Assurance Engineer,VentureDive,Islamabad,Information Technology,Remote,,,,,4,6,2,8,"Python, SQL, JavaScript, React, Docker, Git, TypeScript, Keras",2026-03-14,indeed.com.pk,0,d97d8fbf1acba129573e9d321739a80b,2026-03-14 17:00:00
469,Mid Blockchain Developer,Folio3 Software,Lahore,Information Technology,Full-time,145481.0,171695.0,158588.0,Mid,4,8,4,11,"Python, SQL, JavaScript, Machine Learning, Django, PostgreSQL, Deep Learning, MongoDB, NLP, Pandas, NumPy",2026-03-19,rozee.pk,0,428d40b67eb5a57ddf31d3b77898d4fb,2026-03-19 12:00:00
470,Mid Data Engineer,Airlift Technologies,Lahore,AI & Data Science,Remote,163846.0,176572.0,170209.0,Mid,7,10,3,12,"Python, SQL, Machine Learning, Node.js, MySQL, Django, Data Science, PostgreSQL, Kubernetes, Vue, Tableau, Scikit-learn",2026-02-02,rozee.pk,0,842e0dae121593d11348eb1ba4601931,2026-02-03 17:00:00
471,Senior DevOps Engineer,Sigmoid Analytics,Islamabad,Information Technology,Full-time,220232.0,242175.0,231203.5,Senior,3,7,4,4,"Docker, Linux, CI/CD, BERT",2026-01-04,rozee.pk,0,f7fcc7c5d921150d3d175c4ea98c84cf,2026-01-04 22:00:00
472,Junior Database Administrator,10Pearls,Rawalpindi,Information Technology,Full-time,88248.0,118412.0,103330.0,Junior,4,7,3,11,"Python, SQL, JavaScript, Machine Learning, AWS, Django, Deep Learning, TensorFlow, FastAPI, NLP, Flutter",2026-02-12,rozee.pk,0,754f9edacbb749e6d486dd7781e5063f,2026-02-12 01:00:00
473,Junior Data Engineer,UBL Payments,Peshawar,AI & Data Science,Full-time,95555.0,125746.0,110650.5,Junior,3,6,3,6,"Python, JavaScript, Machine Learning, REST API, PHP, Vue",2026-01-08,indeed.com.pk,0,07705908c151d0fc1fc8c8657a95ddd4,2026-01-09 07:00:00
474,Mid Cloud Engineer,Meezan Bank IT,Lahore,Information Technology,Full-time,,,,,2,4,2,6,"JavaScript, Git, Data Science, PHP, Kubernetes, Computer Vision",2026-03-15,indeed.com.pk,0,23ca9bcfb4b4bbd4a09f239752ef93db,2026-03-15 20:00:00
475,Junior DevOps Engineer,Telenor Pakistan,Lahore,Information Technology,Remote,79789.0,107381.0,93585.0,Junior,5,6,1,7,"SQL, Docker, Linux, MongoDB, Kubernetes, NumPy, Generative AI",2026-03-17,indeed.com.pk,0,48570ad594d76eaa569e108591d8a303,2026-03-18 21:00:00
476,Senior Blockchain Developer,Infolinks,Multiple,Information Technology,Full-time,237787.0,250383.0,244085.0,Senior,2,4,2,8,"Python, SQL, AWS, Git, MySQL, Django, PostgreSQL, Spark",2026-03-18,rozee.pk,0,579434560ebb50371ea47d046a8be741,2026-03-19 18:00:00
477,Mid Full Stack Developer,UBL Payments,Karachi,Information Technology,Remote,191084.0,212213.0,201648.5,Senior,4,6,2,6,"JavaScript, React, Docker, TypeScript, PostgreSQL, Deep Learning",2026-03-25,rozee.pk,0,0c36981ecd3551e0254394491db077ba,2026-03-26 19:00:00
478,Mid NLP Engineer,DCode Tech,Islamabad,AI & Data Science,Full-time,249980.0,269267.0,259623.5,Senior,2,4,2,10,"Python, Machine Learning, Docker, Data Science, PostgreSQL, TensorFlow, Kubernetes, Vue, NLP, Computer Vision",2026-03-29,indeed.com.pk,0,1080d46b4b58e3bdfb6467c1a8e2a417,2026-03-30 08:00:00
479,Senior React Developer,Bykea Tech,Islamabad,Information Technology,Full-time,8000.0,18000.0,13000.0,Entry,3,7,4,10,"JavaScript, React, Node.js, MySQL, TypeScript, PHP, Linux, Deep Learning, Vue, Selenium",2026-02-18,rozee.pk,1,430e48ab26ee292253ea51d30550ec60,2026-02-19 07:00:00
480,Senior Software Architect,NetSol Technologies,Islamabad,Information Technology,Contract,,,,,8,11,3,6,"JavaScript, Machine Learning, AWS, Django, Linux, PyTorch",2026-02-13,rozee.pk,0,0cfff57207ee2e02ece9a5e1c204aaa5,2026-02-13 14:00:00
481,Senior BI Analyst,Engro Polymers IT,Islamabad,Banking & Finance,Remote,180705.0,196788.0,188746.5,Mid,5,6,1,4,"Python, SQL, React, Django",2026-01-10,indeed.com.pk,0,342f9d9a3cd88d106743881f8cc6e628,2026-01-11 12:00:00
482,Junior Quality Assurance Engineer,Techwards,Islamabad,Information Technology,Contract,73605.0,94125.0,83865.0,Junior,3,4,1,9,"Python, SQL, JavaScript, React, Data Science, PostgreSQL, FastAPI, Pandas, Computer Vision",2026-01-26,indeed.com.pk,0,e7f2e200d1795af705d94b7a81a63654,2026-01-27 15:00:00
483,Mid Data Analyst,Tag Innovation,Faisalabad,Information Technology,Contract,,,,,2,4,2,8,"Python, SQL, Machine Learning, MySQL, Deep Learning, NLP, Azure, Terraform",2026-03-04,indeed.com.pk,0,81918d626ab018e25926f822f39ddde5,2026-03-04 16:00:00
484,Mid NLP Engineer,ScientiaMobile,Karachi,AI & Data Science,Contract,12000.0,22000.0,17000.0,Entry,3,7,4,11,"Python, SQL, JavaScript, React, Machine Learning, AWS, Data Science, Deep Learning, MongoDB, TensorFlow, R",2026-03-11,rozee.pk,1,83a7e7f584dd4e19c3c05ce97fad9397,2026-03-11 22:00:00
485,Senior Cloud Engineer,UBL Payments,Islamabad,Information Technology,Full-time,233660.0,260069.0,246864.5,Senior,3,7,4,6,"Python, Docker, MySQL, TensorFlow, CI/CD, Vue",2026-02-11,rozee.pk,0,ad446aee110fad9c4505f039b680b809,2026-02-11 17:00:00
486,Senior Software Engineer,Airlift Technologies,Islamabad,Information Technology,Full-time,,,,,2,3,1,3,"AWS, MySQL, REST API",2026-02-02,rozee.pk,0,3fce73b69a4533d337aaa87e1d485451,2026-02-02 19:00:00
487,Mid IT Support Engineer,Haier Pakistan,Karachi,Information Technology,Full-time,,,,,2,4,2,6,"Python, SQL, Docker, Git, MySQL, TypeScript",2026-02-21,rozee.pk,0,648ca12b95ac0b91028cb69444db4674,2026-02-21 21:00:00
488,Mid AI Engineer,TRG Pakistan,Islamabad,AI & Data Science,Part-time,296356.0,335307.0,315831.5,Senior,5,7,2,10,"Git, Django, Data Science, TypeScript, PHP, Deep Learning, TensorFlow, Kubernetes, FastAPI, R",2026-03-19,rozee.pk,0,ebe8e3617debe16ca4634132b9365df4,2026-03-19 12:00:00
489,Junior Cloud Engineer,PureVPN Tech,Lahore,Information Technology,Remote,,,,,2,4,2,5,"JavaScript, Node.js, CI/CD, Vue, DevOps",2026-02-17,indeed.com.pk,0,ddecffe6710b8b280bfc2485033e0030,2026-02-18 20:00:00
490,Mid IT Support Engineer,Haier Pakistan,Karachi,Information Technology,Full-time,66232.0,96406.0,81319.0,Junior,2,4,2,6,"Python, JavaScript, Django, TypeScript, REST API, PyTorch",2026-01-19,rozee.pk,0,d4bc609a6bfef5aff52e71139a5b42b2,2026-01-19 10:00:00
491,Mid Data Analyst,Foodpanda Tech,Karachi,Information Technology,Full-time,137396.0,172301.0,154848.5,Mid,2,6,4,7,"Python, SQL, AWS, Django, Deep Learning, NumPy, Scikit-learn",2026-02-23,rozee.pk,0,5e791d258bb5e436e3c627ee893f5c85,2026-02-24 11:00:00
492,Mid Data Analyst,Airlift Technologies,Karachi,Information Technology,Remote,151212.0,170039.0,160625.5,Mid,4,5,1,6,"Python, Machine Learning, TensorFlow, Flutter, Pandas, NumPy",2026-02-24,rozee.pk,0,be3114895ba6c8eb3a92ff13ba272ac0,2026-02-25 00:00:00
493,Junior Software Engineer,StreamSend,Lahore,Information Technology,Full-time,,,,,5,8,3,6,"Python, JavaScript, Django, PostgreSQL, FastAPI, GraphQL",2026-02-02,rozee.pk,0,4ce9366d4ddf3ddd392cf75980e90cb2,2026-02-02 13:00:00
494,Mid Data Scientist,Infolinks,Lahore,AI & Data Science,Full-time,,,,,2,3,1,8,"Python, JavaScript, Machine Learning, Node.js, TypeScript, Deep Learning, FastAPI, NLP",2026-03-01,rozee.pk,0,da0b8e0aaf1796a36b47954a069362ec,2026-03-01 07:00:00
495,Mid NLP Engineer,Airlift Technologies,Faisalabad,AI & Data Science,Remote,,,,,7,8,1,9,"Python, Git, Data Science, REST API, Deep Learning, TensorFlow, FastAPI, NLP, Excel",2026-03-09,rozee.pk,0,8a03174b7e022c72960e7a20dc9137e9,2026-03-10 17:00:00
496,Mid React Developer,CarFirst,Multan,Information Technology,Full-time,,,,,3,7,4,12,"SQL, JavaScript, React, Machine Learning, AWS, Node.js, Docker, TypeScript, Linux, NLP, DevOps, NumPy",2026-03-13,indeed.com.pk,0,2e1809cd50d0f692ede19aa382a6f34b,2026-03-14 02:00:00
497,Junior Software Engineer,Systems Limited,Rawalpindi,Information Technology,Full-time,,,,,2,4,2,9,"SQL, React, AWS, Node.js, Data Science, REST API, Linux, Spark, PyTorch",2026-03-30,rozee.pk,0,192fe95d2277f607be722880321e74e5,2026-03-31 08:00:00
498,Junior IT Support Engineer,PTCL,Islamabad,Information Technology,Full-time,63320.0,75752.0,69536.0,Junior,0,2,2,8,"Python, SQL, React, Docker, Git, TypeScript, Deep Learning, CI/CD",2026-03-06,indeed.com.pk,0,e48040234bf8b49cc7dc6e5861a10a16,2026-03-06 15:00:00
499,Junior Backend Developer,Xavor Corporation,Lahore,Information Technology,Full-time,122059.0,134010.0,128034.5,Mid,5,7,2,7,"Python, SQL, JavaScript, Kubernetes, Vue, Selenium, Scikit-learn",2026-02-14,indeed.com.pk,0,22b0bd8b4520643863595be8c6aa860f,2026-02-16 00:00:00
500,Senior Cloud Engineer,Folio3 Software,Lahore,Information Technology,Remote,245394.0,268447.0,256920.5,Senior,4,7,3,6,"Docker, MySQL, Django, TypeScript, DevOps, NumPy",2026-02-14,indeed.com.pk,0,b1d02bede9dc10d5dc2f4c592618c044,2026-02-15 11:00:00
